id,card_number,language,series_id,name,card_type,rarity,colors,cost,life,power,counter,attribute,traits,effect_text,trigger_text,source_info,block_icon,created_at,updated_at
6687,ST09-015,en,94,Thunder Bagua,EVENT,C,黄,2,,,,,Land of Wano,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 2 or less Life cards, add up to 1 of your opponent's Characters with a cost of 3 or less to the top or bottom of the owner's Life cards face-up.",[Trigger] Draw 1 card.,-Yamato-[ST-09],1,2026-02-16 18:13:40.406487,2026-02-16 18:13:40.406489
6688,ST08-001,en,95,Monkey.D.Luffy,LEADER,L,黒,5,5,5000,,Strike,Straw Hat Crew,"[Your Turn] When a Character is K.O.'d, give up to 1 rested DON!! card to this Leader.",,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.882663,2026-02-16 18:13:47.882666
6689,ST08-002,en,95,Uta,CHARACTER,SR,黒,2,,3000,,Special,FILM,This Character cannot be K.O.'d in battle by Leaders.[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −2 cost during this turn.,,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.885055,2026-02-16 18:13:47.885058
6690,ST08-003,en,95,Gaimon,CHARACTER,C,黒,2,,4000,1000,Wisdom,East Blue,,,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.886993,2026-02-16 18:13:47.886995
6691,ST08-004,en,95,Koby,CHARACTER,C,黒,4,,1000,1000,Strike,Navy,[Activate: Main] You may rest this Character: K.O. up to 1 of your opponent's Characters with a cost of 2 or less.,,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.888826,2026-02-16 18:13:47.888828
6692,ST08-005,en,95,Shanks,CHARACTER,SR,黒,9,,10000,,Slash,Red-Haired Pirates,[On Play] You may trash 1 card from your hand: K.O. all Characters with a cost of 1 or less.,,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.890681,2026-02-16 18:13:47.890683
6693,ST08-006,en,95,Shirahoshi,CHARACTER,C,黒,4,,,1000,Wisdom,Merfolk,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Give up to 1 of your opponent's Characters −4 cost during this turn.",,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.892429,2026-02-16 18:13:47.892431
6694,ST08-007,en,95,Nefeltari Vivi,CHARACTER,C,黒,3,,1000,1000,Slash,Alabasta,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",[Trigger] Play this card.,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.894196,2026-02-16 18:13:47.894198
6695,ST08-008,en,95,Higuma,CHARACTER,C,黒,1,,2000,1000,Slash,Mountain Bandits,[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.,,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.896101,2026-02-16 18:13:47.896103
6696,ST08-009,en,95,Makino,CHARACTER,C,黒,2,,,2000,Wisdom,Windmill Village,"[On Play] If there is a Character with a cost of 0, draw 1 card.",,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.897872,2026-02-16 18:13:47.897875
6697,ST08-010,en,95,Monkey.D.Garp,CHARACTER,C,黒,5,,7000,1000,Strike,Navy,,,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.899657,2026-02-16 18:13:47.899659
6698,ST08-011,en,95,Monkey.D.Luffy,CHARACTER,C,黒,3,,5000,1000,Strike,Straw Hat Crew,,,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.901499,2026-02-16 18:13:47.901502
6699,ST08-012,en,95,Laboon,CHARACTER,C,黒,4,,6000,1000,Strike,Animal,,,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.903279,2026-02-16 18:13:47.903281
6700,ST08-013,en,95,Mr.2.Bon.Kurei(Bentham),CHARACTER,C,黒,5,,6000,,Strike,Former Baroque Works,"[DON!! x1] At the end of a battle in which this Character battles your opponent's Character, you may K.O. the opponent’s Character you battled with. If you do, K.O. this Character.",,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.905064,2026-02-16 18:13:47.905066
6701,ST08-014,en,95,Gum-Gum Bell,EVENT,C,黒,2,,,,,Straw Hat Crew,[Main] You may add 1 card from the top of your Life cards to your hand: Give up to 1 of your opponent's Characters −7 cost during this turn.,[Trigger] Add up to 1 black Character card with a cost of 2 or less from your trash to your hand.,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.906816,2026-02-16 18:13:47.906818
6702,ST08-015,en,95,Gum-Gum Pistol,EVENT,C,黒,3,,,,,Straw Hat Crew,[Main] K.O. up to 1 of your opponent's Characters with a cost of 2 or less.,[Trigger] Draw 1 card.,-Monkey D. Luffy-[ST-08],1,2026-02-16 18:13:47.908652,2026-02-16 18:13:47.908654
6703,ST07-001,en,96,Charlotte Linlin,LEADER,L,黄,5,5,5000,,Special,The Four Emperors/Big Mom Pirates,"[DON!! x2] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: If you have 2 or less Life cards, add up to 1 card from your hand to the top of your Life cards.",,Big Mom Pirates [ST-07],1,2026-02-16 18:14:08.857379,2026-02-16 18:14:08.857382
6704,ST07-002,en,96,Charlotte Anana,CHARACTER,C,黄,1,,3000,1000,Wisdom,Big Mom Pirates,,,Big Mom Pirates [ST-07],1,2026-02-16 18:14:08.859777,2026-02-16 18:14:08.859779
6705,ST07-003,en,96,Charlotte Katakuri,CHARACTER,SR,黄,4,,6000,,Strike,Big Mom Pirates,"[On Play] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, if you have less Life cards than your opponent, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)",,Big Mom Pirates [ST-07],1,2026-02-16 18:14:08.861728,2026-02-16 18:14:08.861730
6706,ST07-004,en,96,Charlotte Snack,CHARACTER,C,黄,5,,6000,,Slash,Big Mom Pirates,"[DON!! x1] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains [Banish] and +1000 power during this battle.(When this card deals damage, the target card is trashed without activating its Trigger.)",,Big Mom Pirates [ST-07],1,2026-02-16 18:14:08.863601,2026-02-16 18:14:08.863603
6707,ST07-006,en,96,Charlotte Flampe,CHARACTER,C,黄,2,,4000,1000,Ranged,Big Mom Pirates,,,Big Mom Pirates [ST-07],1,2026-02-16 18:14:08.866931,2026-02-16 18:14:08.866934
6708,ST07-008,en,96,Charlotte Pudding,CHARACTER,C,黄,2,,3000,2000,Wisdom,Big Mom Pirates,"[On Play] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards.",,Big Mom Pirates [ST-07],1,2026-02-16 18:14:08.870241,2026-02-16 18:14:08.870243
6709,ST07-009,en,96,Charlotte Mont-d'or,CHARACTER,C,黄,3,,4000,1000,Special,Big Mom Pirates,[Activate: Main] You may rest this Character and add 1 card from the top or bottom of your Life cards to your hand: K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,[Trigger] You may trash 1 card from your hand: Play this card.,Big Mom Pirates [ST-07],1,2026-02-16 18:14:08.872108,2026-02-16 18:14:08.872110
6710,ST07-010,en,96,Charlotte Linlin,CHARACTER,SR,黄,7,,8000,,Special,The Four Emperors/Big Mom Pirates,[On Play] Your opponent chooses one:- Trash 1 card from the top of your opponent's Life cards.- Add 1 card from the top of your deck to the top of your Life cards.,,Big Mom Pirates [ST-07],1,2026-02-16 18:14:08.873950,2026-02-16 18:14:08.873952
6711,ST07-011,en,96,Zeus,CHARACTER,C,黄,3,,3000,1000,Special,Big Mom Pirates/Homies,"[Activate: Main] You may rest this Character: Up to 1 of your [Charlotte Linlin] cards gains [Banish] during this turn.(When this card deals damage, the target card is trashed without activating its Trigger.)",[Trigger] Play this card.,Big Mom Pirates [ST-07],1,2026-02-16 18:14:08.875702,2026-02-16 18:14:08.875706
6712,ST07-012,en,96,Baron Tamago,CHARACTER,C,黄,4,,6000,1000,Strike,Big Mom Pirates,,,Big Mom Pirates [ST-07],1,2026-02-16 18:14:08.877493,2026-02-16 18:14:08.877495
6713,ST07-013,en,96,Prometheus,CHARACTER,C,黄,3,,3000,1000,Special,Big Mom Pirates/Homies,[Activate: Main] You may rest this Character: Up to 1 of your [Charlotte Linlin] cards gains [Double Attack] during this turn.(This card deals 2 damage.),[Trigger] Play this card.,Big Mom Pirates [ST-07],1,2026-02-16 18:14:08.879301,2026-02-16 18:14:08.879304
6714,ST07-015,en,96,Soul Pocus,EVENT,C,黄,5,,,,,The Four Emperors/Big Mom Pirates,[Main] Your opponent chooses one:- Trash 1 card from the top of your opponent's Life cards.- Add 1 card from the top of your deck to the top of your Life cards.,[Trigger] Activate this card's [Main] effect.,Big Mom Pirates [ST-07],1,2026-02-16 18:14:08.882622,2026-02-16 18:14:08.882625
6715,ST07-016,en,96,Power Mochi,EVENT,C,黄,1,,,,,Big Mom Pirates,"[Counter] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, up to 1 of your Leader or Character cards gains +2000 power during this battle.","[Trigger] Draw 1 card, look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards.",Big Mom Pirates [ST-07],1,2026-02-16 18:14:08.884505,2026-02-16 18:14:08.884507
6716,ST07-017,en,96,Queen Mama Chanter,STAGE,C,黄,2,,,,,Big Mom Pirates/Homies,[Activate: Main] You may rest this Stage and add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 of your Characters with a cost of 3 to the top of the owner's Life cards face-up.,,Big Mom Pirates [ST-07],1,2026-02-16 18:14:08.886340,2026-02-16 18:14:08.886343
6717,ST06-001,en,97,Sakazuki,LEADER,L,黒,5,5,5000,,Special,Navy,[Activate: Main] [Once Per Turn] ③ (You may rest the specified number of DON!! cards in your cost area.) You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 0.,,-Absolute Justice- [ST-06],1,2026-02-16 18:14:19.343363,2026-02-16 18:14:19.343371
6718,ST06-002,en,97,Koby,CHARACTER,C,黒,1,,2000,1000,Strike,Navy,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 0.,,-Absolute Justice- [ST-06],1,2026-02-16 18:14:19.346004,2026-02-16 18:14:19.346007
6719,ST06-003,en,97,Jango,CHARACTER,C,黒,1,,3000,1000,Slash,Navy,,,-Absolute Justice- [ST-06],1,2026-02-16 18:14:19.348132,2026-02-16 18:14:19.348134
6720,ST06-004,en,97,Smoker,CHARACTER,SR,黒,5,,7000,,Special,Navy,"This Character cannot be K.O.'d by effects.[DON!! x1] If there is a Character with a cost of 0, this Character gains [Double Attack].(This card deals 2 damage.)",,-Absolute Justice- [ST-06],1,2026-02-16 18:14:19.350220,2026-02-16 18:14:19.350224
6721,ST06-005,en,97,Sengoku,CHARACTER,C,黒,5,,6000,1000,Wisdom,Navy,[When Attacking] Give up to 1 of your opponent's Characters −4 cost during this turn.,,-Absolute Justice- [ST-06],1,2026-02-16 18:14:19.352148,2026-02-16 18:14:19.352150
6722,ST06-006,en,97,Tashigi,CHARACTER,C,黒,3,,4000,2000,Slash,Navy,[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −2 cost during this turn.,,-Absolute Justice- [ST-06],1,2026-02-16 18:14:19.353935,2026-02-16 18:14:19.353937
6723,ST06-007,en,97,Tsuru,CHARACTER,C,黒,2,,2000,1000,Wisdom,Navy,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-Absolute Justice- [ST-06],1,2026-02-16 18:14:19.355732,2026-02-16 18:14:19.355734
6724,ST06-009,en,97,Fullbody,CHARACTER,C,黒,2,,4000,1000,Strike,Navy,,,-Absolute Justice- [ST-06],1,2026-02-16 18:14:19.359058,2026-02-16 18:14:19.359061
6725,ST06-011,en,97,Momonga,CHARACTER,C,黒,4,,6000,1000,Slash,Navy,,,-Absolute Justice- [ST-06],1,2026-02-16 18:14:19.362386,2026-02-16 18:14:19.362388
6726,ST06-012,en,97,Monkey.D.Garp,CHARACTER,SR,黒,5,,6000,,Strike,Navy,[Activate: Main] You may trash 1 card from your hand and rest this Character: K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,,-Absolute Justice- [ST-06],1,2026-02-16 18:14:19.364102,2026-02-16 18:14:19.364104
6727,ST06-013,en,97,T-Bone,CHARACTER,C,黒,3,,5000,1000,Slash,Navy,,,-Absolute Justice- [ST-06],1,2026-02-16 18:14:19.365918,2026-02-16 18:14:19.365920
6728,ST06-015,en,97,Great Eruption,EVENT,C,黒,1,,,,,Navy,"[Main] Draw 1 card. Then, give up to 1 of your opponent's Characters −2 cost during this turn.",[Trigger] Your opponent chooses 1 card from their hand and trashes it.,-Absolute Justice- [ST-06],1,2026-02-16 18:14:19.369171,2026-02-16 18:14:19.369174
6729,ST06-016,en,97,White Out,EVENT,C,黒,1,,,,,Navy,[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle.,[Trigger] Draw 1 card and none of your Characters can be K.O.'d during this turn.,-Absolute Justice- [ST-06],1,2026-02-16 18:14:19.370972,2026-02-16 18:14:19.370975
6730,ST06-017,en,97,Navy HQ,STAGE,C,黒,1,,,,,Navy,"[On Play] Give up to 1 of your opponent's Characters −1 cost during this turn.[Activate: Main] You may rest this Stage: If your Leader has the {Navy} type, give up to 1 of your opponent's Characters −1 cost during this turn.",,-Absolute Justice- [ST-06],1,2026-02-16 18:14:19.372847,2026-02-16 18:14:19.372849
6731,ST05-001,en,98,Shanks,LEADER,L,紫,5,5,5000,,Slash,FILM/The Four Emperors/Red-Haired Pirates,[Activate: Main] [Once Per Turn] DON!! −3 (You may return the specified number of DON!! cards from your field to your DON!! deck.): All of your {FILM} type Characters gain +2000 power during this turn.,,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.137236,2026-02-16 18:14:25.137239
6732,ST05-002,en,98,Ain,CHARACTER,C,紫,4,,5000,,Special,FILM/Neo Navy,[On Play] Add up to 1 DON!! card from your DON!! deck and rest it.,,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.139570,2026-02-16 18:14:25.139572
6733,ST05-003,en,98,Ann,CHARACTER,C,紫,2,,3000,,Special,FILM/The Pirates Fest,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.141429,2026-02-16 18:14:25.141431
6734,ST05-004,en,98,Uta,CHARACTER,SR,紫,4,,5000,1000,Special,FILM,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Block] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 5 or less.",,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.143165,2026-02-16 18:14:25.143168
6735,ST05-005,en,98,Carina,CHARACTER,C,紫,2,,3000,1000,Wisdom,FILM/Grantesoro,"[Activate: Main] [Once Per Turn] You may rest this Character and trash 1 {FILM} type card from your hand: If your opponent has more DON!! cards on their field than you, add 2 DON!! cards from your DON!! deck and rest them.",,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.145000,2026-02-16 18:14:25.145002
6736,ST05-006,en,98,Gild Tesoro,CHARACTER,C,紫,5,,6000,,Special,FILM/Grantesoro,[When Attacking] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards.,,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.146827,2026-02-16 18:14:25.146829
6737,ST05-007,en,98,Gordon,CHARACTER,C,紫,1,,3000,1000,Wisdom,FILM,,,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.148543,2026-02-16 18:14:25.148546
6738,ST05-008,en,98,Shiki,CHARACTER,C,紫,6,,7000,1000,Slash,FILM/Golden Lion Pirates,"If you have 8 or more DON!! cards on your field, this Character cannot be K.O.'d in battle.",,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.150381,2026-02-16 18:14:25.150384
6739,ST05-009,en,98,Scarlet,CHARACTER,C,紫,2,,3000,1000,Strike,FILM/Animal/Golden Lion Pirates,,[Trigger] Play this card.,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.152129,2026-02-16 18:14:25.152132
6740,ST05-010,en,98,Zephyr,CHARACTER,C,紫,7,,8000,,Strike,FILM/Neo Navy,"When this Character battles ＜Strike＞ attribute Characters, this Character gains +3000 power during this turn.[Activate: Main] [Once Per Turn] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character gains +2000 power during this turn.",,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.153895,2026-02-16 18:14:25.153898
6741,ST05-011,en,98,Douglas Bullet,CHARACTER,SR,紫,8,,10000,,Special,FILM/The Pirates Fest,"[Activate: Main] [Once Per Turn] DON!! −4 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 2 of your opponent's Characters with a cost of 6 or less. Then, this Character gains [Double Attack] during this turn.(This card deals 2 damage.)",,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.155642,2026-02-16 18:14:25.155644
6742,ST05-012,en,98,Baccarat,CHARACTER,C,紫,3,,5000,1000,Special,FILM/Grantesoro,,,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.157397,2026-02-16 18:14:25.157399
6743,ST05-013,en,98,Bins,CHARACTER,C,紫,4,,6000,1000,Special,FILM/Neo Navy,,,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.159269,2026-02-16 18:14:25.159271
6744,ST05-014,en,98,Buena Festa,CHARACTER,C,紫,1,,,2000,Wisdom,FILM/The Pirates Fest,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {FILM} type card other than [Buena Festa] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.161000,2026-02-16 18:14:25.161002
6745,ST05-015,en,98,Dr. Indigo,CHARACTER,C,紫,2,,4000,1000,Wisdom,FILM/Scientist/Golden Lion Pirates,,,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.162795,2026-02-16 18:14:25.162797
6746,ST05-016,en,98,Lion's Threat Imperial Earth Bind,EVENT,C,紫,3,,,,,FILM/Golden Lion Pirates,[Main] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.,ONE PIECE FILM edition [ST-05],1,2026-02-16 18:14:25.164563,2026-02-16 18:14:25.164565
